Name,Number,Inning,Bowler,Unable to finish,Notes,Match
Match_12_Innings_2_Over_2,2,Match_12_Innings_2,Katherine Lynn,No,20/0 score this over,Match_12
Match_12_Innings_2_Over_3,3,Match_12_Innings_2,Ellen Mills,No,4/2 score this over,Match_12
Match_12_Innings_2_Over_4,4,Match_12_Innings_2,Katherine Lynn,No,3/0 score this over,Match_12
Match_12_Innings_2_Over_5,5,Match_12_Innings_2,Steven Hunt,No,17/0 score this over,Match_12
Match_12_Innings_2_Over_6_UTF,6,Match_12_Innings_2,Katherine Lynn,Yes,3/0 score this over,Match_12
Match_12_Innings_2_Over_6_Completed,6,Match_12_Innings_2,Lisa Maxwell,No,7/0 score this over,Match_12
Match_12_Innings_2_Over_7,7,Match_12_Innings_2,Steven Hunt,No,10/2 score this over,Match_12
Match_12_Innings_2_Over_8,8,Match_12_Innings_2,Lisa Maxwell,No,2/0 score this over,Match_12
Match_12_Innings_2_Over_9,9,Match_12_Innings_2,Ellen Mills,No,2/0 score this over,Match_12
Match_12_Innings_2_Over_10,10,Match_12_Innings_2,Edward Morgan,No,6/1 score this over,Match_12
Match_12_Innings_2_Over_11,11,Match_12_Innings_2,Steven Hunt,No,15/1 score this over,Match_12
Match_12_Innings_2_Over_12,12,Match_12_Innings_2,Edward Morgan,No,6/0 score this over,Match_12
Match_12_Innings_2_Over_13,13,Match_12_Innings_2,Ellen Mills,No,27/0 score this over,Match_12
Match_12_Innings_2_Over_14,14,Match_12_Innings_2,Lisa Maxwell,No,11/0 score this over,Match_12
Match_12_Innings_2_Over_15,15,Match_12_Innings_2,Steven Hunt,No,3/0 score this over,Match_12
Match_12_Innings_2_Over_16,16,Match_12_Innings_2,Steven Hunt,No,3/0 score this over,Match_12
Match_12_Innings_2_Over_17,17,Match_12_Innings_2,Ellen Mills,No,6/0 score this over,Match_12
Match_12_Innings_2_Over_18,18,Match_12_Innings_2,Steven Hunt,No,19/0 score this over,Match_12
Match_12_Innings_2_Over_19,19,Match_12_Innings_2,Steven Hunt,No,15/0 score this over,Match_12
Match_12_Innings_2_Over_20,20,Match_12_Innings_2,Ellen Mills,No,1/0 score this over,Match_12
Match_13_Innings_1_Over_1,1,Match_13_Innings_1,Amanda Thomas,No,15/0 score this over,Match_13
Match_13_Innings_1_Over_2_UTF,2,Match_13_Innings_1,Dustin Vasquez,Yes,0/2 score this over,Match_13
Match_13_Innings_1_Over_2_Completed,2,Match_13_Innings_1,Robert Rodriguez,No,1/1 score this over,Match_13
Match_13_Innings_1_Over_3,3,Match_13_Innings_1,Robert Rodriguez,No,3/2 score this over,Match_13
Match_13_Innings_1_Over_4,4,Match_13_Innings_1,Dustin Vasquez,No,16/0 score this over,Match_13
Match_13_Innings_1_Over_5,5,Match_13_Innings_1,Robert Rodriguez,No,3/0 score this over,Match_13
Match_13_Innings_1_Over_6,6,Match_13_Innings_1,Robert Rodriguez,No,28/0 score this over,Match_13
Match_13_Innings_1_Over_7,7,Match_13_Innings_1,Robert Rodriguez,No,8/0 score this over,Match_13
Match_13_Innings_1_Over_8,8,Match_13_Innings_1,Dustin Vasquez,No,1/0 score this over,Match_13
Match_13_Innings_1_Over_9,9,Match_13_Innings_1,Amanda Thomas,No,8/0 score this over,Match_13
Match_13_Innings_1_Over_10,10,Match_13_Innings_1,Dustin Vasquez,No,2/0 score this over,Match_13
Match_13_Innings_1_Over_11,11,Match_13_Innings_1,Isaac Woods,No,13/0 score this over,Match_13
Match_13_Innings_1_Over_12,12,Match_13_Innings_1,Dustin Vasquez,No,6/0 score this over,Match_13
Match_13_Innings_1_Over_13,13,Match_13_Innings_1,Robert Rodriguez,No,2/0 score this over,Match_13
Match_13_Innings_1_Over_14,14,Match_13_Innings_1,Brian Roy,No,8/0 score this over,Match_13
Match_13_Innings_1_Over_15,15,Match_13_Innings_1,Isaac Woods,No,8/0 score this over,Match_13
Match_13_Innings_1_Over_16,16,Match_13_Innings_1,Brian Roy,No,3/0 score this over,Match_13
Match_13_Innings_1_Over_17,17,Match_13_Innings_1,Isaac Woods,No,3/0 score this over,Match_13
Match_13_Innings_1_Over_18,18,Match_13_Innings_1,Robert Rodriguez,No,2/0 score this over,Match_13
Match_13_Innings_1_Over_19,19,Match_13_Innings_1,Isaac Woods,No,4/0 score this over,Match_13
Match_13_Innings_1_Over_20,20,Match_13_Innings_1,Brian Roy,No,5/0 score this over,Match_13
Match_13_Innings_2_Over_1,1,Match_13_Innings_2,Sheena Jones,No,2/1 score this over,Match_13
Match_13_Innings_2_Over_2,2,Match_13_Innings_2,Laura Ramirez,No,35/0 score this over,Match_13
Match_13_Innings_2_Over_3,3,Match_13_Innings_2,Laura Ramirez,No,10/0 score this over,Match_13
Match_13_Innings_2_Over_4,4,Match_13_Innings_2,Brandon Rodriguez,No,2/0 score this over,Match_13
Match_13_Innings_2_Over_5,5,Match_13_Innings_2,Sheena Jones,No,3/0 score this over,Match_13
Match_13_Innings_2_Over_6,6,Match_13_Innings_2,Sheena Jones,No,3/0 score this over,Match_13
Match_13_Innings_2_Over_7,7,Match_13_Innings_2,Miguel Diaz,No,23/0 score this over,Match_13
Match_13_Innings_2_Over_8,8,Match_13_Innings_2,Darren Nelson,No,1/0 score this over,Match_13
Match_13_Innings_2_Over_9,9,Match_13_Innings_2,Miguel Diaz,No,1/0 score this over,Match_13
Match_13_Innings_2_Over_10,10,Match_13_Innings_2,Laura Ramirez,No,4/0 score this over,Match_13
Match_13_Innings_2_Over_11,11,Match_13_Innings_2,Sheena Jones,No,8/0 score this over,Match_13
Match_13_Innings_2_Over_12,12,Match_13_Innings_2,Sheena Jones,No,6/0 score this over,Match_13
Match_13_Innings_2_Over_13,13,Match_13_Innings_2,Laura Ramirez,No,4/0 score this over,Match_13
Match_13_Innings_2_Over_14,14,Match_13_Innings_2,Sheena Jones,No,9/0 score this over,Match_13
Match_13_Innings_2_Over_15,15,Match_13_Innings_2,Brandon Rodriguez,No,6/0 score this over,Match_13
Match_13_Innings_2_Over_16,16,Match_13_Innings_2,Sheena Jones,No,8/0 score this over,Match_13
Match_13_Innings_2_Over_17,17,Match_13_Innings_2,Darren Nelson,No,9/0 score this over,Match_13
Match_13_Innings_2_Over_18,18,Match_13_Innings_2,Miguel Diaz,No,8/0 score this over,Match_13
Match_13_Innings_2_Over_19,19,Match_13_Innings_2,Miguel Diaz,No,1/0 score this over,Match_13
Match_13_Innings_2_Over_20,20,Match_13_Innings_2,Brandon Rodriguez,No,2/0 score this over,Match_13
Match_14_Innings_1_Over_1,1,Match_14_Innings_1,Troy Alexander,No,5/2 score this over,Match_14
Match_14_Innings_1_Over_2,2,Match_14_Innings_1,David Fuller,No,13/0 score this over,Match_14
Match_14_Innings_1_Over_3,3,Match_14_Innings_1,Veronica Kane,No,13/1 score this over,Match_14
Match_14_Innings_1_Over_4,4,Match_14_Innings_1,Veronica Kane,No,13/1 score this over,Match_14
Match_14_Innings_1_Over_5,5,Match_14_Innings_1,Veronica Kane,No,17/1 score this over,Match_14
Match_14_Innings_1_Over_6,6,Match_14_Innings_1,Robert Juarez,No,9/2 score this over,Match_14
Match_14_Innings_1_Over_7,7,Match_14_Innings_1,David Fuller,No,6/0 score this over,Match_14
Match_14_Innings_1_Over_8,8,Match_14_Innings_1,Veronica Kane,No,7/1 score this over,Match_14
Match_14_Innings_1_Over_9,9,Match_14_Innings_1,David Fuller,No,1/0 score this over,Match_14
Match_14_Innings_1_Over_10,10,Match_14_Innings_1,Veronica Kane,No,12/0 score this over,Match_14
Match_14_Innings_1_Over_11,11,Match_14_Innings_1,Troy Alexander,No,1/0 score this over,Match_14
Match_14_Innings_1_Over_12,12,Match_14_Innings_1,Amber Gordon,No,15/0 score this over,Match_14
Match_14_Innings_1_Over_13,13,Match_14_Innings_1,Amber Gordon,No,1/0 score this over,Match_14
Match_14_Innings_1_Over_14,14,Match_14_Innings_1,Amber Gordon,No,5/0 score this over,Match_14
Match_14_Innings_1_Over_15,15,Match_14_Innings_1,Robert Juarez,No,23/0 score this over,Match_14
Match_14_Innings_1_Over_16,16,Match_14_Innings_1,Amber Gordon,No,39/0 score this over,Match_14
Match_14_Innings_1_Over_17,17,Match_14_Innings_1,Amber Gordon,No,10/0 score this over,Match_14
Match_14_Innings_1_Over_18_UTF,18,Match_14_Innings_1,David Fuller,Yes,2/0 score this over,Match_14
Match_14_Innings_1_Over_18_Completed,18,Match_14_Innings_1,Veronica Kane,No,4/0 score this over,Match_14
Match_14_Innings_1_Over_19,19,Match_14_Innings_1,Robert Juarez,No,7/0 score this over,Match_14
Match_14_Innings_1_Over_20,20,Match_14_Innings_1,Amber Gordon,No,4/0 score this over,Match_14
Match_14_Innings_2_Over_1,1,Match_14_Innings_2,Isaac Woods,No,8/5 score this over,Match_14
Match_14_Innings_2_Over_2,2,Match_14_Innings_2,Amanda Thomas,No,1/1 score this over,Match_14
Match_14_Innings_2_Over_3,3,Match_14_Innings_2,Amanda Thomas,No,2/2 score this over,Match_14
Match_14_Innings_2_Over_4,4,Match_14_Innings_2,Dustin Vasquez,No,4/0 score this over,Match_14
Match_14_Innings_2_Over_5,5,Match_14_Innings_2,Brian Roy,No,13/0 score this over,Match_14
Match_14_Innings_2_Over_6,6,Match_14_Innings_2,Robert Rodriguez,No,3/0 score this over,Match_14
Match_14_Innings_2_Over_7,7,Match_14_Innings_2,Brian Roy,No,5/0 score this over,Match_14
Match_14_Innings_2_Over_8,8,Match_14_Innings_2,Isaac Woods,No,1/0 score this over,Match_14
Match_14_Innings_2_Over_9,9,Match_14_Innings_2,Amanda Thomas,No,20/0 score this over,Match_14
Match_14_Innings_2_Over_10,10,Match_14_Innings_2,Dustin Vasquez,No,5/0 score this over,Match_14
Match_14_Innings_2_Over_11,11,Match_14_Innings_2,Isaac Woods,No,22/0 score this over,Match_14
Match_14_Innings_2_Over_12,12,Match_14_Innings_2,Dustin Vasquez,No,17/0 score this over,Match_14
Match_14_Innings_2_Over_13,13,Match_14_Innings_2,Amanda Thomas,No,1/0 score this over,Match_14
Match_14_Innings_2_Over_14,14,Match_14_Innings_2,Amanda Thomas,No,16/0 score this over,Match_14
Match_14_Innings_2_Over_15,15,Match_14_Innings_2,Robert Rodriguez,No,8/0 score this over,Match_14
Match_14_Innings_2_Over_16,16,Match_14_Innings_2,Amanda Thomas,No,26/0 score this over,Match_14
Match_14_Innings_2_Over_17,17,Match_14_Innings_2,Brian Roy,No,7/0 score this over,Match_14
Match_14_Innings_2_Over_18,18,Match_14_Innings_2,Brian Roy,No,6/0 score this over,Match_14
Match_14_Innings_2_Over_19,19,Match_14_Innings_2,Dustin Vasquez,No,28/0 score this over,Match_14
Match_14_Innings_2_Over_20,20,Match_14_Innings_2,Brian Roy,No,8/0 score this over,Match_14
Match_15_Innings_1_Over_1,1,Match_15_Innings_1,Ellen Mills,No,31/4 score this over,Match_15
Match_15_Innings_1_Over_2_UTF,2,Match_15_Innings_1,Katherine Lynn,Yes,4/0 score this over,Match_15
Match_15_Innings_1_Over_2_Completed,2,Match_15_Innings_1,Lisa Maxwell,No,8/1 score this over,Match_15
Match_15_Innings_1_Over_3,3,Match_15_Innings_1,Ellen Mills,No,1/0 score this over,Match_15
Match_15_Innings_1_Over_4,4,Match_15_Innings_1,Edward Morgan,No,2/1 score this over,Match_15
Match_15_Innings_1_Over_5,5,Match_15_Innings_1,Katherine Lynn,No,3/0 score this over,Match_15
Match_15_Innings_1_Over_6,6,Match_15_Innings_1,Ellen Mills,No,4/0 score this over,Match_15
Match_15_Innings_1_Over_7,7,Match_15_Innings_1,Ellen Mills,No,14/0 score this over,Match_15
Match_15_Innings_1_Over_8,8,Match_15_Innings_1,Steven Hunt,No,7/0 score this over,Match_15
Match_15_Innings_1_Over_9,9,Match_15_Innings_1,Steven Hunt,No,10/0 score this over,Match_15
Match_15_Innings_1_Over_10,10,Match_15_Innings_1,Ellen Mills,No,5/0 score this over,Match_15
Match_15_Innings_1_Over_11,11,Match_15_Innings_1,Steven Hunt,No,5/0 score this over,Match_15
Match_15_Innings_1_Over_12,12,Match_15_Innings_1,Steven Hunt,No,3/0 score this over,Match_15
Match_15_Innings_1_Over_13,13,Match_15_Innings_1,Ellen Mills,No,8/0 score this over,Match_15
Match_15_Innings_1_Over_14,14,Match_15_Innings_1,Katherine Lynn,No,9/0 score this over,Match_15
Match_15_Innings_1_Over_15,15,Match_15_Innings_1,Ellen Mills,No,4/0 score this over,Match_15
Match_15_Innings_1_Over_16,16,Match_15_Innings_1,Edward Morgan,No,5/0 score this over,Match_15
Match_15_Innings_1_Over_17,17,Match_15_Innings_1,Katherine Lynn,No,20/0 score this over,Match_15
Match_15_Innings_1_Over_18,18,Match_15_Innings_1,Lisa Maxwell,No,4/0 score this over,Match_15
Match_15_Innings_1_Over_19,19,Match_15_Innings_1,Katherine Lynn,No,6/0 score this over,Match_15
Match_15_Innings_1_Over_20,20,Match_15_Innings_1,Lisa Maxwell,No,53/0 score this over,Match_15
Match_15_Innings_2_Over_1,1,Match_15_Innings_2,Lori Brown,No,3/4 score this over,Match_15
Match_15_Innings_2_Over_2,2,Match_15_Innings_2,Philip Rose,No,6/0 score this over,Match_15
Match_15_Innings_2_Over_3,3,Match_15_Innings_2,Lori Brown,No,4/1 score this over,Match_15
Match_15_Innings_2_Over_4,4,Match_15_Innings_2,Lori Brown,No,10/2 score this over,Match_15
Match_15_Innings_2_Over_5,5,Match_15_Innings_2,Tracey Williams,No,8/1 score this over,Match_15
Match_15_Innings_2_Over_6,6,Match_15_Innings_2,James Robertson,No,26/0 score this over,Match_15
Match_15_Innings_2_Over_7,7,Match_15_Innings_2,Tracey Williams,No,5/0 score this over,Match_15
Match_15_Innings_2_Over_8,8,Match_15_Innings_2,James Robertson,No,17/0 score this over,Match_15
Match_15_Innings_2_Over_9,9,Match_15_Innings_2,Tracey Williams,No,8/0 score this over,Match_15
Match_15_Innings_2_Over_10,10,Match_15_Innings_2,Tracey Williams,No,13/0 score this over,Match_15
Match_15_Innings_2_Over_11,11,Match_15_Innings_2,Philip Rose,No,1/0 score this over,Match_15
Match_15_Innings_2_Over_12,12,Match_15_Innings_2,Tracey Williams,No,22/0 score this over,Match_15
Match_15_Innings_2_Over_13_UTF,13,Match_15_Innings_2,Philip Rose,Yes,1/0 score this over,Match_15
Match_15_Innings_2_Over_13_Completed,13,Match_15_Innings_2,Tracey Williams,No,1/0 score this over,Match_15
Match_15_Innings_2_Over_14,14,Match_15_Innings_2,James Robertson,No,10/0 score this over,Match_15
Match_15_Innings_2_Over_15,15,Match_15_Innings_2,Philip Rose,No,24/0 score this over,Match_15
Match_15_Innings_2_Over_16,16,Match_15_Innings_2,Angela Torres,No,1/0 score this over,Match_15
Match_15_Innings_2_Over_17_UTF,17,Match_15_Innings_2,Tracey Williams,Yes,3/0 score this over,Match_15
Match_15_Innings_2_Over_17_Completed,17,Match_15_Innings_2,James Robertson,No,5/0 score this over,Match_15
Match_15_Innings_2_Over_18,18,Match_15_Innings_2,Lori Brown,No,7/0 score this over,Match_15
Match_15_Innings_2_Over_19,19,Match_15_Innings_2,Tracey Williams,No,18/0 score this over,Match_15
Match_15_Innings_2_Over_20,20,Match_15_Innings_2,James Robertson,No,3/0 score this over,Match_15
Match_16_Innings_1_Over_1,1,Match_16_Innings_1,Sheena Jones,No,2/4 score this over,Match_16
Match_16_Innings_1_Over_2,2,Match_16_Innings_1,Darren Nelson,No,8/5 score this over,Match_16
Match_16_Innings_1_Over_3,3,Match_16_Innings_1,Laura Ramirez,No,27/1 score this over,Match_16
Match_16_Innings_1_Over_4,4,Match_16_Innings_1,Laura Ramirez,No,6/0 score this over,Match_16
Match_16_Innings_1_Over_5,5,Match_16_Innings_1,Miguel Diaz,No,3/0 score this over,Match_16
Match_16_Innings_1_Over_6,6,Match_16_Innings_1,Brandon Rodriguez,No,9/0 score this over,Match_16
Match_16_Innings_1_Over_7,7,Match_16_Innings_1,Darren Nelson,No,6/0 score this over,Match_16
Match_16_Innings_1_Over_8,8,Match_16_Innings_1,Sheena Jones,No,6/0 score this over,Match_16
Match_16_Innings_1_Over_9,9,Match_16_Innings_1,Miguel Diaz,No,33/0 score this over,Match_16
Match_16_Innings_1_Over_10,10,Match_16_Innings_1,Miguel Diaz,No,2/0 score this over,Match_16
Match_16_Innings_1_Over_11,11,Match_16_Innings_1,Darren Nelson,No,4/0 score this over,Match_16
Match_16_Innings_1_Over_12,12,Match_16_Innings_1,Laura Ramirez,No,18/0 score this over,Match_16
Match_16_Innings_1_Over_13,13,Match_16_Innings_1,Miguel Diaz,No,9/0 score this over,Match_16
Match_16_Innings_1_Over_14,14,Match_16_Innings_1,Darren Nelson,No,17/0 score this over,Match_16
Match_16_Innings_1_Over_15,15,Match_16_Innings_1,Darren Nelson,No,1/0 score this over,Match_16
Match_16_Innings_1_Over_16_UTF,16,Match_16_Innings_1,Brandon Rodriguez,Yes,1/0 score this over,Match_16
Match_16_Innings_1_Over_16_Completed,16,Match_16_Innings_1,Miguel Diaz,No,1/0 score this over,Match_16
Match_16_Innings_1_Over_17,17,Match_16_Innings_1,Sheena Jones,No,12/0 score this over,Match_16
Match_16_Innings_1_Over_18,18,Match_16_Innings_1,Miguel Diaz,No,2/0 score this over,Match_16
Match_16_Innings_1_Over_19,19,Match_16_Innings_1,Darren Nelson,No,23/0 score this over,Match_16
Match_16_Innings_1_Over_20,20,Match_16_Innings_1,Laura Ramirez,No,2/0 score this over,Match_16
Match_16_Innings_2_Over_1,1,Match_16_Innings_2,Tracey Williams,No,1/3 score this over,Match_16
Match_16_Innings_2_Over_2,2,Match_16_Innings_2,Philip Rose,No,3/2 score this over,Match_16
Match_16_Innings_2_Over_3,3,Match_16_Innings_2,Angela Torres,No,10/1 score this over,Match_16
Match_16_Innings_2_Over_4,4,Match_16_Innings_2,Philip Rose,No,11/0 score this over,Match_16
Match_16_Innings_2_Over_5,5,Match_16_Innings_2,Tracey Williams,No,3/0 score this over,Match_16
Match_16_Innings_2_Over_6,6,Match_16_Innings_2,Lori Brown,No,9/0 score this over,Match_16
Match_16_Innings_2_Over_7,7,Match_16_Innings_2,Tracey Williams,No,3/0 score this over,Match_16
Match_16_Innings_2_Over_8,8,Match_16_Innings_2,James Robertson,No,2/0 score this over,Match_16
Match_16_Innings_2_Over_9,9,Match_16_Innings_2,James Robertson,No,20/0 score this over,Match_16
Match_16_Innings_2_Over_10_UTF,10,Match_16_Innings_2,Lori Brown,Yes,1/0 score this over,Match_16
Match_16_Innings_2_Over_10_Completed,10,Match_16_Innings_2,Angela Torres,No,1/0 score this over,Match_16
Match_16_Innings_2_Over_11,11,Match_16_Innings_2,Angela Torres,No,12/0 score this over,Match_16
Match_16_Innings_2_Over_12,12,Match_16_Innings_2,Tracey Williams,No,12/0 score this over,Match_16
Match_16_Innings_2_Over_13,13,Match_16_Innings_2,Tracey Williams,No,1/0 score this over,Match_16
Match_16_Innings_2_Over_14,14,Match_16_Innings_2,James Robertson,No,1/0 score this over,Match_16
Match_16_Innings_2_Over_15,15,Match_16_Innings_2,Philip Rose,No,3/0 score this over,Match_16
Match_16_Innings_2_Over_16,16,Match_16_Innings_2,Angela Torres,No,35/0 score this over,Match_16
Match_16_Innings_2_Over_17,17,Match_16_Innings_2,Tracey Williams,No,3/0 score this over,Match_16
Match_16_Innings_2_Over_18,18,Match_16_Innings_2,James Robertson,No,4/0 score this over,Match_16
Match_16_Innings_2_Over_19,19,Match_16_Innings_2,James Robertson,No,8/0 score this over,Match_16
Match_16_Innings_2_Over_20,20,Match_16_Innings_2,Lori Brown,No,4/0 score this over,Match_16
Match_17_Innings_1_Over_1_UTF,1,Match_17_Innings_1,Lori Brown,Yes,5/1 score this over,Match_17
Match_17_Innings_1_Over_1_Completed,1,Match_17_Innings_1,Angela Torres,No,11/0 score this over,Match_17
Match_17_Innings_1_Over_2_UTF,2,Match_17_Innings_1,Lori Brown,Yes,6/0 score this over,Match_17
Match_17_Innings_1_Over_2_Completed,2,Match_17_Innings_1,Philip Rose,No,13/1 score this over,Match_17
Match_17_Innings_1_Over_3,3,Match_17_Innings_1,Angela Torres,No,3/3 score this over,Match_17
Match_17_Innings_1_Over_4,4,Match_17_Innings_1,James Robertson,No,11/0 score this over,Match_17
Match_17_Innings_1_Over_5,5,Match_17_Innings_1,Lori Brown,No,2/1 score this over,Match_17
Match_17_Innings_1_Over_6,6,Match_17_Innings_1,Lori Brown,No,2/0 score this over,Match_17
Match_17_Innings_1_Over_7,7,Match_17_Innings_1,James Robertson,No,17/0 score this over,Match_17
Match_17_Innings_1_Over_8,8,Match_17_Innings_1,James Robertson,No,13/1 score this over,Match_17
Match_17_Innings_1_Over_9,9,Match_17_Innings_1,Tracey Williams,No,2/0 score this over,Match_17
Match_17_Innings_1_Over_10,10,Match_17_Innings_1,Philip Rose,No,2/0 score this over,Match_17
Match_17_Innings_1_Over_11,11,Match_17_Innings_1,Lori Brown,No,16/0 score this over,Match_17
Match_17_Innings_1_Over_12,12,Match_17_Innings_1,Tracey Williams,No,22/0 score this over,Match_17
Match_17_Innings_1_Over_13,13,Match_17_Innings_1,Philip Rose,No,6/0 score this over,Match_17
Match_17_Innings_1_Over_14,14,Match_17_Innings_1,James Robertson,No,6/0 score this over,Match_17
Match_17_Innings_1_Over_15,15,Match_17_Innings_1,Tracey Williams,No,12/0 score this over,Match_17
Match_17_Innings_1_Over_16,16,Match_17_Innings_1,Angela Torres,No,4/0 score this over,Match_17
Match_17_Innings_1_Over_17,17,Match_17_Innings_1,Philip Rose,No,10/0 score this over,Match_17
Match_17_Innings_1_Over_18,18,Match_17_Innings_1,Tracey Williams,No,6/0 score this over,Match_17
Match_17_Innings_1_Over_19,19,Match_17_Innings_1,Angela Torres,No,31/0 score this over,Match_17
Match_17_Innings_1_Over_20,20,Match_17_Innings_1,Lori Brown,No,1/0 score this over,Match_17
Match_17_Innings_2_Over_1,1,Match_17_Innings_2,Troy Alexander,No,9/5 score this over,Match_17
Match_17_Innings_2_Over_2,2,Match_17_Innings_2,Amber Gordon,No,4/0 score this over,Match_17
Match_17_Innings_2_Over_3,3,Match_17_Innings_2,David Fuller,No,8/0 score this over,Match_17
Match_17_Innings_2_Over_4,4,Match_17_Innings_2,Amber Gordon,No,6/0 score this over,Match_17
Match_17_Innings_2_Over_5,5,Match_17_Innings_2,Veronica Kane,No,11/0 score this over,Match_17
Match_17_Innings_2_Over_6,6,Match_17_Innings_2,David Fuller,No,14/0 score this over,Match_17
Match_17_Innings_2_Over_7,7,Match_17_Innings_2,Troy Alexander,No,15/0 score this over,Match_17
Match_17_Innings_2_Over_8,8,Match_17_Innings_2,David Fuller,No,5/0 score this over,Match_17
Match_17_Innings_2_Over_9,9,Match_17_Innings_2,Amber Gordon,No,4/0 score this over,Match_17
Match_17_Innings_2_Over_10,10,Match_17_Innings_2,Robert Juarez,No,6/0 score this over,Match_17
Match_17_Innings_2_Over_11,11,Match_17_Innings_2,Troy Alexander,No,27/0 score this over,Match_17
Match_17_Innings_2_Over_12,12,Match_17_Innings_2,Amber Gordon,No,11/0 score this over,Match_17
Match_17_Innings_2_Over_13,13,Match_17_Innings_2,Robert Juarez,No,21/0 score this over,Match_17
Match_17_Innings_2_Over_14,14,Match_17_Innings_2,David Fuller,No,13/0 score this over,Match_17
Match_17_Innings_2_Over_15,15,Match_17_Innings_2,Amber Gordon,No,9/0 score this over,Match_17
Match_17_Innings_2_Over_16,16,Match_17_Innings_2,Troy Alexander,No,13/0 score this over,Match_17
Match_17_Innings_2_Over_17,17,Match_17_Innings_2,Robert Juarez,No,2/0 score this over,Match_17
Match_17_Innings_2_Over_18,18,Match_17_Innings_2,David Fuller,No,4/0 score this over,Match_17
Match_17_Innings_2_Over_19,19,Match_17_Innings_2,Veronica Kane,No,17/0 score this over,Match_17
Match_17_Innings_2_Over_20,20,Match_17_Innings_2,Troy Alexander,No,4/0 score this over,Match_17
Match_18_Innings_1_Over_1,1,Match_18_Innings_1,Steven Hunt,No,3/0 score this over,Match_18
Match_18_Innings_1_Over_2,2,Match_18_Innings_1,Ellen Mills,No,3/0 score this over,Match_18
Match_18_Innings_1_Over_3,3,Match_18_Innings_1,Katherine Lynn,No,8/0 score this over,Match_18
Match_18_Innings_1_Over_4,4,Match_18_Innings_1,Katherine Lynn,No,7/0 score this over,Match_18
Match_18_Innings_1_Over_5,5,Match_18_Innings_1,Steven Hunt,No,3/0 score this over,Match_18
Match_18_Innings_1_Over_6,6,Match_18_Innings_1,Steven Hunt,No,12/0 score this over,Match_18
Match_18_Innings_1_Over_7,7,Match_18_Innings_1,Steven Hunt,No,6/0 score this over,Match_18
Match_18_Innings_1_Over_8,8,Match_18_Innings_1,Edward Morgan,No,1/0 score this over,Match_18
Match_18_Innings_1_Over_9,9,Match_18_Innings_1,Edward Morgan,No,2/0 score this over,Match_18
Match_18_Innings_1_Over_10,10,Match_18_Innings_1,Edward Morgan,No,6/0 score this over,Match_18
Match_18_Innings_1_Over_11,11,Match_18_Innings_1,Steven Hunt,No,9/0 score this over,Match_18
Match_18_Innings_1_Over_12,12,Match_18_Innings_1,Lisa Maxwell,No,8/0 score this over,Match_18
Match_18_Innings_1_Over_13,13,Match_18_Innings_1,Steven Hunt,No,12/0 score this over,Match_18
Match_18_Innings_1_Over_14,14,Match_18_Innings_1,Steven Hunt,No,8/0 score this over,Match_18
Match_18_Innings_1_Over_15,15,Match_18_Innings_1,Katherine Lynn,No,19/0 score this over,Match_18
Match_18_Innings_1_Over_16,16,Match_18_Innings_1,Steven Hunt,No,20/0 score this over,Match_18
Match_18_Innings_1_Over_17,17,Match_18_Innings_1,Edward Morgan,No,13/0 score this over,Match_18
Match_18_Innings_1_Over_18,18,Match_18_Innings_1,Lisa Maxwell,No,10/0 score this over,Match_18
Match_18_Innings_1_Over_19_UTF,19,Match_18_Innings_1,Edward Morgan,Yes,1/0 score this over,Match_18
Match_18_Innings_1_Over_19_Completed,19,Match_18_Innings_1,Steven Hunt,No,2/0 score this over,Match_18
Match_18_Innings_1_Over_20,20,Match_18_Innings_1,Edward Morgan,No,6/0 score this over,Match_18
Match_18_Innings_2_Over_1,1,Match_18_Innings_2,Laura Ramirez,No,10/0 score this over,Match_18
Match_18_Innings_2_Over_2,2,Match_18_Innings_2,Darren Nelson,No,3/0 score this over,Match_18
Match_18_Innings_2_Over_3,3,Match_18_Innings_2,Laura Ramirez,No,10/0 score this over,Match_18
Match_18_Innings_2_Over_4,4,Match_18_Innings_2,Sheena Jones,No,2/0 score this over,Match_18
Match_18_Innings_2_Over_5,5,Match_18_Innings_2,Laura Ramirez,No,5/0 score this over,Match_18
Match_18_Innings_2_Over_6,6,Match_18_Innings_2,Darren Nelson,No,1/0 score this over,Match_18
Match_18_Innings_2_Over_7,7,Match_18_Innings_2,Sheena Jones,No,3/0 score this over,Match_18
Match_18_Innings_2_Over_8,8,Match_18_Innings_2,Sheena Jones,No,9/0 score this over,Match_18
Match_18_Innings_2_Over_9,9,Match_18_Innings_2,Darren Nelson,No,3/0 score this over,Match_18
Match_18_Innings_2_Over_10,10,Match_18_Innings_2,Sheena Jones,No,24/0 score this over,Match_18
Match_18_Innings_2_Over_11,11,Match_18_Innings_2,Laura Ramirez,No,4/0 score this over,Match_18
Match_18_Innings_2_Over_12,12,Match_18_Innings_2,Darren Nelson,No,4/0 score this over,Match_18
Match_18_Innings_2_Over_13,13,Match_18_Innings_2,Laura Ramirez,No,7/0 score this over,Match_18
Match_18_Innings_2_Over_14,14,Match_18_Innings_2,Laura Ramirez,No,7/0 score this over,Match_18
Match_18_Innings_2_Over_15,15,Match_18_Innings_2,Darren Nelson,No,22/0 score this over,Match_18
Match_18_Innings_2_Over_16,16,Match_18_Innings_2,Miguel Diaz,No,2/0 score this over,Match_18
