Name,Number,Over,Batsman,Result,Runs,Dismissal Type,Dismissal Fielder,Notes,Innings,Match,Bowler
Match_8_Innings_2_Over_1_Delivery_3,3,Match_8_Innings_2_Over_1,Jeff Gonzalez,Runs,1,,,1 runs this delivery,Match_8_Innings_2,Match_8,Alyssa Marks
Match_8_Innings_2_Over_1_Delivery_4,4,Match_8_Innings_2_Over_1,Jeff Gonzalez,Dismissal,,LBW,,Jeff Gonzalez wicket taken,Match_8_Innings_2,Match_8,Alyssa Marks
Match_8_Innings_2_Over_1_Delivery_5,5,Match_8_Innings_2_Over_1,Ricardo Hall,Runs,1,,,1 runs this delivery,Match_8_Innings_2,Match_8,Alyssa Marks
Match_8_Innings_2_Over_1_Delivery_6,6,Match_8_Innings_2_Over_1,Ricardo Hall,Runs,5,,,5 runs this delivery,Match_8_Innings_2,Match_8,Alyssa Marks
Match_8_Innings_2_Over_2_Delivery_1,1,Match_8_Innings_2_Over_2,Ricardo Hall,Runs,1,,,1 runs this delivery,Match_8_Innings_2,Match_8,Alyssa Marks
Match_8_Innings_2_Over_2_Delivery_2,2,Match_8_Innings_2_Over_2,Ricardo Hall,Dismissal,,Caught,Joyce Cunningham,Ricardo Hall wicket taken,Match_8_Innings_2,Match_8,Alyssa Marks
Match_8_Innings_2_Over_2_Delivery_3,3,Match_8_Innings_2_Over_2,James Stokes,Runs,6,,,6 runs this delivery,Match_8_Innings_2,Match_8,Alyssa Marks
Match_8_Innings_2_Over_2_Delivery_4,4,Match_8_Innings_2_Over_2,James Stokes,Dot Ball,0,,,0 runs this delivery,Match_8_Innings_2,Match_8,Alyssa Marks
Match_8_Innings_2_Over_2_Delivery_5,5,Match_8_Innings_2_Over_2,James Stokes,Runs,1,,,1 runs this delivery,Match_8_Innings_2,Match_8,Alyssa Marks
Match_8_Innings_2_Over_2_Delivery_6,6,Match_8_Innings_2_Over_2,James Stokes,Dot Ball,0,,,0 runs this delivery,Match_8_Innings_2,Match_8,Alyssa Marks
Match_8_Innings_2_Over_3_Delivery_1,1,Match_8_Innings_2_Over_3,James Stokes,Runs,2,,,2 runs this delivery,Match_8_Innings_2,Match_8,Samuel Flynn
Match_8_Innings_2_Over_3_Delivery_2,2,Match_8_Innings_2_Over_3,James Stokes,Runs,1,,,1 runs this delivery,Match_8_Innings_2,Match_8,Samuel Flynn
Match_8_Innings_2_Over_3_Delivery_3,3,Match_8_Innings_2_Over_3,James Stokes,Dismissal,,Caught,Bianca Gibbs,James Stokes wicket taken,Match_8_Innings_2,Match_8,Samuel Flynn
Match_8_Innings_2_Over_3_Delivery_4,4,Match_8_Innings_2_Over_3,Elizabeth Smith,Dismissal,,Stumped,Joyce Cunningham,Elizabeth Smith wicket taken,Match_8_Innings_2,Match_8,Samuel Flynn
Match_8_Innings_2_Over_3_Delivery_5,5,Match_8_Innings_2_Over_3,Makayla Ramos,Runs,8,,,8 runs this delivery,Match_8_Innings_2,Match_8,Samuel Flynn
Match_8_Innings_2_Over_3_Delivery_6,6,Match_8_Innings_2_Over_3,Makayla Ramos,Runs,4,,,4 runs this delivery,Match_8_Innings_2,Match_8,Samuel Flynn
Match_8_Innings_2_Over_4_Delivery_1,1,Match_8_Innings_2_Over_4,Makayla Ramos,Runs,7,,,7 runs this delivery,Match_8_Innings_2,Match_8,Bianca Gibbs
Match_8_Innings_2_Over_4_Delivery_2,2,Match_8_Innings_2_Over_4,Makayla Ramos,Runs,3,,,3 runs this delivery,Match_8_Innings_2,Match_8,Bianca Gibbs
Match_8_Innings_2_Over_4_Delivery_3,3,Match_8_Innings_2_Over_4,Makayla Ramos,Runs,1,,,1 runs this delivery,Match_8_Innings_2,Match_8,Bianca Gibbs
Match_8_Innings_2_Over_4_Delivery_4,4,Match_8_Innings_2_Over_4,Makayla Ramos,Runs,4,,,4 runs this delivery,Match_8_Innings_2,Match_8,Bianca Gibbs
Match_8_Innings_2_Over_4_Delivery_5,5,Match_8_Innings_2_Over_4,Makayla Ramos,Runs,3,,,3 runs this delivery,Match_8_Innings_2,Match_8,Bianca Gibbs
Match_8_Innings_2_Over_4_Delivery_6,6,Match_8_Innings_2_Over_4,Makayla Ramos,Runs,6,,,6 runs this delivery,Match_8_Innings_2,Match_8,Bianca Gibbs
Match_8_Innings_2_Over_5_Delivery_1,1,Match_8_Innings_2_Over_5,Makayla Ramos,Dot Ball,0,,,0 runs this delivery,Match_8_Innings_2,Match_8,Bianca Gibbs
Match_8_Innings_2_Over_5_Delivery_2,2,Match_8_Innings_2_Over_5,Makayla Ramos,Dot Ball,0,,,0 runs this delivery,Match_8_Innings_2,Match_8,Bianca Gibbs
Match_8_Innings_2_Over_5_Delivery_3,3,Match_8_Innings_2_Over_5,Makayla Ramos,Dot Ball,0,,,0 runs this delivery,Match_8_Innings_2,Match_8,Bianca Gibbs
Match_8_Innings_2_Over_5_Delivery_4,4,Match_8_Innings_2_Over_5,Makayla Ramos,Runs,1,,,1 runs this delivery,Match_8_Innings_2,Match_8,Bianca Gibbs
Match_8_Innings_2_Over_5_Delivery_5,5,Match_8_Innings_2_Over_5,Makayla Ramos,Dot Ball,0,,,0 runs this delivery,Match_8_Innings_2,Match_8,Bianca Gibbs
Match_8_Innings_2_Over_5_Delivery_6,6,Match_8_Innings_2_Over_5,Makayla Ramos,Dot Ball,0,,,0 runs this delivery,Match_8_Innings_2,Match_8,Bianca Gibbs
Match_8_Innings_2_Over_6_Delivery_1,1,Match_8_Innings_2_Over_6,Makayla Ramos,Dot Ball,0,,,0 runs this delivery,Match_8_Innings_2,Match_8,Samuel Flynn
Match_8_Innings_2_Over_6_Delivery_2,2,Match_8_Innings_2_Over_6,Makayla Ramos,Dot Ball,0,,,0 runs this delivery,Match_8_Innings_2,Match_8,Samuel Flynn
Match_8_Innings_2_Over_6_Delivery_3,3,Match_8_Innings_2_Over_6,Makayla Ramos,Dot Ball,0,,,0 runs this delivery,Match_8_Innings_2,Match_8,Samuel Flynn
Match_8_Innings_2_Over_6_Delivery_4,4,Match_8_Innings_2_Over_6,Makayla Ramos,Runs,4,,,4 runs this delivery,Match_8_Innings_2,Match_8,Samuel Flynn
Match_8_Innings_2_Over_6_Delivery_5,5,Match_8_Innings_2_Over_6,Makayla Ramos,Runs,1,,,1 runs this delivery,Match_8_Innings_2,Match_8,Samuel Flynn
Match_8_Innings_2_Over_6_Delivery_6,6,Match_8_Innings_2_Over_6,Makayla Ramos,Runs,6,,,6 runs this delivery,Match_8_Innings_2,Match_8,Samuel Flynn
Match_8_Innings_2_Over_7_Delivery_1,1,Match_8_Innings_2_Over_7,Makayla Ramos,Runs,6,,,6 runs this delivery,Match_8_Innings_2,Match_8,Alyssa Marks
Match_8_Innings_2_Over_7_Delivery_2,2,Match_8_Innings_2_Over_7,Makayla Ramos,Runs,7,,,7 runs this delivery,Match_8_Innings_2,Match_8,Alyssa Marks
Match_8_Innings_2_Over_7_Delivery_3,3,Match_8_Innings_2_Over_7,Makayla Ramos,Runs,3,,,3 runs this delivery,Match_8_Innings_2,Match_8,Alyssa Marks
Match_8_Innings_2_Over_7_Delivery_4,4,Match_8_Innings_2_Over_7,Makayla Ramos,Runs,6,,,6 runs this delivery,Match_8_Innings_2,Match_8,Alyssa Marks
Match_8_Innings_2_Over_7_Delivery_5,5,Match_8_Innings_2_Over_7,Makayla Ramos,Runs,4,,,4 runs this delivery,Match_8_Innings_2,Match_8,Alyssa Marks
Match_8_Innings_2_Over_7_Delivery_6,6,Match_8_Innings_2_Over_7,Makayla Ramos,Runs,4,,,4 runs this delivery,Match_8_Innings_2,Match_8,Alyssa Marks
Match_8_Innings_2_Over_8_Delivery_1,1,Match_8_Innings_2_Over_8,Makayla Ramos,Runs,3,,,3 runs this delivery,Match_8_Innings_2,Match_8,Roger Fitzgerald
Match_8_Innings_2_Over_8_Delivery_2,2,Match_8_Innings_2_Over_8,Makayla Ramos,Runs,1,,,1 runs this delivery,Match_8_Innings_2,Match_8,Roger Fitzgerald
Match_8_Innings_2_Over_8_Delivery_3,3,Match_8_Innings_2_Over_8,Makayla Ramos,Runs,6,,,6 runs this delivery,Match_8_Innings_2,Match_8,Roger Fitzgerald
Match_8_Innings_2_Over_8_Delivery_4,4,Match_8_Innings_2_Over_8,Makayla Ramos,Runs,6,,,6 runs this delivery,Match_8_Innings_2,Match_8,Roger Fitzgerald
Match_8_Innings_2_Over_8_Delivery_5,5,Match_8_Innings_2_Over_8,Makayla Ramos,Runs,3,,,3 runs this delivery,Match_8_Innings_2,Match_8,Roger Fitzgerald
Match_8_Innings_2_Over_8_Delivery_6,6,Match_8_Innings_2_Over_8,Makayla Ramos,Runs,1,,,1 runs this delivery,Match_8_Innings_2,Match_8,Roger Fitzgerald
Match_8_Innings_2_Over_9_Delivery_1,1,Match_8_Innings_2_Over_9,Makayla Ramos,Runs,2,,,2 runs this delivery,Match_8_Innings_2,Match_8,Christopher Lee
Match_8_Innings_2_Over_9_Delivery_2,2,Match_8_Innings_2_Over_9,Makayla Ramos,Runs,1,,,1 runs this delivery,Match_8_Innings_2,Match_8,Christopher Lee
Match_8_Innings_2_Over_9_Delivery_3,3,Match_8_Innings_2_Over_9,Makayla Ramos,Runs,1,,,1 runs this delivery,Match_8_Innings_2,Match_8,Christopher Lee
Match_8_Innings_2_Over_9_Delivery_4,4,Match_8_Innings_2_Over_9,Makayla Ramos,Runs,1,,,1 runs this delivery,Match_8_Innings_2,Match_8,Christopher Lee
Match_8_Innings_2_Over_9_Delivery_5,5,Match_8_Innings_2_Over_9,Makayla Ramos,Runs,1,,,1 runs this delivery,Match_8_Innings_2,Match_8,Christopher Lee
Match_8_Innings_2_Over_9_Delivery_6,6,Match_8_Innings_2_Over_9,Makayla Ramos,Runs,1,,,1 runs this delivery,Match_8_Innings_2,Match_8,Christopher Lee
Match_8_Innings_2_Over_10_Delivery_1,1,Match_8_Innings_2_Over_10,Makayla Ramos,Dot Ball,0,,,0 runs this delivery,Match_8_Innings_2,Match_8,Bianca Gibbs
Match_8_Innings_2_Over_10_Delivery_2,2,Match_8_Innings_2_Over_10,Makayla Ramos,Runs,1,,,1 runs this delivery,Match_8_Innings_2,Match_8,Bianca Gibbs
Match_8_Innings_2_Over_10_Delivery_3,3,Match_8_Innings_2_Over_10,Makayla Ramos,Runs,1,,,1 runs this delivery,Match_8_Innings_2,Match_8,Bianca Gibbs
Match_8_Innings_2_Over_10_Delivery_4,4,Match_8_Innings_2_Over_10,Makayla Ramos,Dot Ball,0,,,0 runs this delivery,Match_8_Innings_2,Match_8,Bianca Gibbs
Match_8_Innings_2_Over_10_Delivery_5,5,Match_8_Innings_2_Over_10,Makayla Ramos,Dot Ball,0,,,0 runs this delivery,Match_8_Innings_2,Match_8,Bianca Gibbs
Match_8_Innings_2_Over_10_Delivery_6,6,Match_8_Innings_2_Over_10,Makayla Ramos,Runs,1,,,1 runs this delivery,Match_8_Innings_2,Match_8,Bianca Gibbs
Match_8_Innings_2_Over_11_Delivery_1,1,Match_8_Innings_2_Over_11,Makayla Ramos,Runs,1,,,1 runs this delivery,Match_8_Innings_2,Match_8,Bianca Gibbs
Match_8_Innings_2_Over_11_Delivery_2,2,Match_8_Innings_2_Over_11,Makayla Ramos,Runs,1,,,1 runs this delivery,Match_8_Innings_2,Match_8,Bianca Gibbs
Match_8_Innings_2_Over_11_Delivery_3,3,Match_8_Innings_2_Over_11,Makayla Ramos,Runs,1,,,1 runs this delivery,Match_8_Innings_2,Match_8,Bianca Gibbs
Match_8_Innings_2_Over_11_Delivery_4,4,Match_8_Innings_2_Over_11,Makayla Ramos,Runs,4,,,4 runs this delivery,Match_8_Innings_2,Match_8,Bianca Gibbs
Match_8_Innings_2_Over_11_Delivery_5,5,Match_8_Innings_2_Over_11,Makayla Ramos,Runs,2,,,2 runs this delivery,Match_8_Innings_2,Match_8,Bianca Gibbs
Match_8_Innings_2_Over_11_Delivery_6,6,Match_8_Innings_2_Over_11,Makayla Ramos,Runs,4,,,4 runs this delivery,Match_8_Innings_2,Match_8,Bianca Gibbs
Match_8_Innings_2_Over_12_Delivery_1,1,Match_8_Innings_2_Over_12,Makayla Ramos,Dot Ball,0,,,0 runs this delivery,Match_8_Innings_2,Match_8,Bianca Gibbs
Match_8_Innings_2_Over_12_Delivery_2,2,Match_8_Innings_2_Over_12,Makayla Ramos,Dot Ball,0,,,0 runs this delivery,Match_8_Innings_2,Match_8,Bianca Gibbs
Match_8_Innings_2_Over_12_Delivery_3,3,Match_8_Innings_2_Over_12,Makayla Ramos,Dot Ball,0,,,0 runs this delivery,Match_8_Innings_2,Match_8,Bianca Gibbs
Match_8_Innings_2_Over_12_Delivery_4,4,Match_8_Innings_2_Over_12,Makayla Ramos,Runs,1,,,1 runs this delivery,Match_8_Innings_2,Match_8,Bianca Gibbs
Match_8_Innings_2_Over_12_Delivery_5,5,Match_8_Innings_2_Over_12,Makayla Ramos,Dot Ball,0,,,0 runs this delivery,Match_8_Innings_2,Match_8,Bianca Gibbs
Match_8_Innings_2_Over_12_Delivery_6,6,Match_8_Innings_2_Over_12,Makayla Ramos,Runs,1,,,1 runs this delivery,Match_8_Innings_2,Match_8,Bianca Gibbs
Match_8_Innings_2_Over_13_Delivery_1,1,Match_8_Innings_2_Over_13,Makayla Ramos,Runs,2,,,2 runs this delivery,Match_8_Innings_2,Match_8,Christopher Lee
Match_8_Innings_2_Over_13_Delivery_2,2,Match_8_Innings_2_Over_13,Makayla Ramos,Runs,2,,,2 runs this delivery,Match_8_Innings_2,Match_8,Christopher Lee
Match_8_Innings_2_Over_13_Delivery_3,3,Match_8_Innings_2_Over_13,Makayla Ramos,Runs,1,,,1 runs this delivery,Match_8_Innings_2,Match_8,Christopher Lee
Match_8_Innings_2_Over_13_Delivery_4,4,Match_8_Innings_2_Over_13,Makayla Ramos,Runs,2,,,2 runs this delivery,Match_8_Innings_2,Match_8,Christopher Lee
Match_8_Innings_2_Over_13_Delivery_5,5,Match_8_Innings_2_Over_13,Makayla Ramos,Runs,1,,,1 runs this delivery,Match_8_Innings_2,Match_8,Christopher Lee
Match_8_Innings_2_Over_13_Delivery_6,6,Match_8_Innings_2_Over_13,Makayla Ramos,Runs,2,,,2 runs this delivery,Match_8_Innings_2,Match_8,Christopher Lee
Match_8_Innings_2_Over_14_Delivery_1,1,Match_8_Innings_2_Over_14,Makayla Ramos,Runs,1,,,1 runs this delivery,Match_8_Innings_2,Match_8,Alyssa Marks
Match_8_Innings_2_Over_14_Delivery_2,2,Match_8_Innings_2_Over_14,Makayla Ramos,Runs,1,,,1 runs this delivery,Match_8_Innings_2,Match_8,Alyssa Marks
Match_8_Innings_2_Over_14_Delivery_3,3,Match_8_Innings_2_Over_14,Makayla Ramos,Runs,1,,,1 runs this delivery,Match_8_Innings_2,Match_8,Alyssa Marks
Match_8_Innings_2_Over_14_Delivery_4,4,Match_8_Innings_2_Over_14,Makayla Ramos,Dot Ball,0,,,0 runs this delivery,Match_8_Innings_2,Match_8,Alyssa Marks
Match_8_Innings_2_Over_14_Delivery_5,5,Match_8_Innings_2_Over_14,Makayla Ramos,Runs,1,,,1 runs this delivery,Match_8_Innings_2,Match_8,Alyssa Marks
Match_8_Innings_2_Over_14_Delivery_6,6,Match_8_Innings_2_Over_14,Makayla Ramos,Runs,1,,,1 runs this delivery,Match_8_Innings_2,Match_8,Alyssa Marks
Match_8_Innings_2_Over_15_Delivery_1,1,Match_8_Innings_2_Over_15,Makayla Ramos,Runs,4,,,4 runs this delivery,Match_8_Innings_2,Match_8,Samuel Flynn
Match_8_Innings_2_Over_15_Delivery_2,2,Match_8_Innings_2_Over_15,Makayla Ramos,Runs,3,,,3 runs this delivery,Match_8_Innings_2,Match_8,Samuel Flynn
Match_8_Innings_2_Over_15_Delivery_3,3,Match_8_Innings_2_Over_15,Makayla Ramos,Runs,1,,,1 runs this delivery,Match_8_Innings_2,Match_8,Samuel Flynn
Match_8_Innings_2_Over_15_Delivery_4,4,Match_8_Innings_2_Over_15,Makayla Ramos,Runs,2,,,2 runs this delivery,Match_8_Innings_2,Match_8,Samuel Flynn
Match_8_Innings_2_Over_15_Delivery_5,5,Match_8_Innings_2_Over_15,Makayla Ramos,Runs,1,,,1 runs this delivery,Match_8_Innings_2,Match_8,Samuel Flynn
Match_8_Innings_2_Over_15_Delivery_6,6,Match_8_Innings_2_Over_15,Makayla Ramos,Runs,1,,,1 runs this delivery,Match_8_Innings_2,Match_8,Samuel Flynn
Match_8_Innings_2_Over_16_Delivery_1,1,Match_8_Innings_2_Over_16,Makayla Ramos,Runs,1,,,1 runs this delivery,Match_8_Innings_2,Match_8,Christopher Lee
Match_8_Innings_2_Over_16_Delivery_2,2,Match_8_Innings_2_Over_16,Makayla Ramos,Runs,4,,,4 runs this delivery,Match_8_Innings_2,Match_8,Christopher Lee
Match_8_Innings_2_Over_16_Delivery_3,3,Match_8_Innings_2_Over_16,Makayla Ramos,Runs,6,,,6 runs this delivery,Match_8_Innings_2,Match_8,Christopher Lee
Match_8_Innings_2_Over_16_Delivery_4,4,Match_8_Innings_2_Over_16,Makayla Ramos,Runs,2,,,2 runs this delivery,Match_8_Innings_2,Match_8,Christopher Lee
Match_8_Innings_2_Over_16_Delivery_5,5,Match_8_Innings_2_Over_16,Makayla Ramos,Runs,1,,,1 runs this delivery,Match_8_Innings_2,Match_8,Christopher Lee
Match_8_Innings_2_Over_16_Delivery_6,6,Match_8_Innings_2_Over_16,Makayla Ramos,Runs,6,,,6 runs this delivery,Match_8_Innings_2,Match_8,Christopher Lee
Match_8_Innings_2_Over_17_Delivery_1,1,Match_8_Innings_2_Over_17,Makayla Ramos,Dot Ball,0,,,0 runs this delivery,Match_8_Innings_2,Match_8,Christopher Lee
Match_8_Innings_2_Over_17_Delivery_2,2,Match_8_Innings_2_Over_17,Makayla Ramos,Dot Ball,0,,,0 runs this delivery,Match_8_Innings_2,Match_8,Christopher Lee
Match_8_Innings_2_Over_17_Delivery_3,3,Match_8_Innings_2_Over_17,Makayla Ramos,Dot Ball,0,,,0 runs this delivery,Match_8_Innings_2,Match_8,Christopher Lee
Match_8_Innings_2_Over_17_Delivery_4,4,Match_8_Innings_2_Over_17,Makayla Ramos,Dot Ball,0,,,0 runs this delivery,Match_8_Innings_2,Match_8,Christopher Lee
Match_8_Innings_2_Over_17_Delivery_5,5,Match_8_Innings_2_Over_17,Makayla Ramos,Runs,1,,,1 runs this delivery,Match_8_Innings_2,Match_8,Christopher Lee
Match_8_Innings_2_Over_17_Delivery_6,6,Match_8_Innings_2_Over_17,Makayla Ramos,Dot Ball,0,,,0 runs this delivery,Match_8_Innings_2,Match_8,Christopher Lee
Match_8_Innings_2_Over_18_Delivery_1,1,Match_8_Innings_2_Over_18,Makayla Ramos,Dot Ball,0,,,0 runs this delivery,Match_8_Innings_2,Match_8,Christopher Lee
Match_8_Innings_2_Over_18_Delivery_2,2,Match_8_Innings_2_Over_18,Makayla Ramos,Dot Ball,0,,,0 runs this delivery,Match_8_Innings_2,Match_8,Christopher Lee
Match_8_Innings_2_Over_18_Delivery_3,3,Match_8_Innings_2_Over_18,Makayla Ramos,Dot Ball,0,,,0 runs this delivery,Match_8_Innings_2,Match_8,Christopher Lee
Match_8_Innings_2_Over_18_Delivery_4,4,Match_8_Innings_2_Over_18,Makayla Ramos,Runs,1,,,1 runs this delivery,Match_8_Innings_2,Match_8,Christopher Lee
Match_8_Innings_2_Over_18_Delivery_5,5,Match_8_Innings_2_Over_18,Makayla Ramos,Dot Ball,0,,,0 runs this delivery,Match_8_Innings_2,Match_8,Christopher Lee
Match_8_Innings_2_Over_18_Delivery_6,6,Match_8_Innings_2_Over_18,Makayla Ramos,Dot Ball,0,,,0 runs this delivery,Match_8_Innings_2,Match_8,Christopher Lee
Match_8_Innings_2_Over_19_Delivery_1,1,Match_8_Innings_2_Over_19,Makayla Ramos,Runs,1,,,1 runs this delivery,Match_8_Innings_2,Match_8,Bianca Gibbs
Match_8_Innings_2_Over_19_Delivery_2,2,Match_8_Innings_2_Over_19,Makayla Ramos,Runs,3,,,3 runs this delivery,Match_8_Innings_2,Match_8,Bianca Gibbs
Match_8_Innings_2_Over_19_Delivery_3,3,Match_8_Innings_2_Over_19,Makayla Ramos,Runs,1,,,1 runs this delivery,Match_8_Innings_2,Match_8,Bianca Gibbs
Match_8_Innings_2_Over_19_Delivery_4,4,Match_8_Innings_2_Over_19,Makayla Ramos,Runs,3,,,3 runs this delivery,Match_8_Innings_2,Match_8,Bianca Gibbs
Match_8_Innings_2_Over_19_Delivery_5,5,Match_8_Innings_2_Over_19,Makayla Ramos,Runs,2,,,2 runs this delivery,Match_8_Innings_2,Match_8,Bianca Gibbs
Match_8_Innings_2_Over_19_Delivery_6,6,Match_8_Innings_2_Over_19,Makayla Ramos,Runs,2,,,2 runs this delivery,Match_8_Innings_2,Match_8,Bianca Gibbs
Match_8_Innings_2_Over_20_Delivery_1,1,Match_8_Innings_2_Over_20,Jeff Gonzalez,Runs,1,,,1 runs this delivery,Match_8_Innings_2,Match_8,Alyssa Marks
Match_8_Innings_2_Over_20_Delivery_2,2,Match_8_Innings_2_Over_20,Jeff Gonzalez,Runs,1,,,1 runs this delivery,Match_8_Innings_2,Match_8,Alyssa Marks
Match_8_Innings_2_Over_20_Delivery_3,3,Match_8_Innings_2_Over_20,Jeff Gonzalez,Runs,1,,,1 runs this delivery,Match_8_Innings_2,Match_8,Alyssa Marks
Match_8_Innings_2_Over_20_Delivery_4,4,Match_8_Innings_2_Over_20,Jeff Gonzalez,Runs,1,,,1 runs this delivery,Match_8_Innings_2,Match_8,Alyssa Marks
Match_8_Innings_2_Over_20_Delivery_5,5,Match_8_Innings_2_Over_20,Jeff Gonzalez,Runs,1,,,1 runs this delivery,Match_8_Innings_2,Match_8,Alyssa Marks
Match_8_Innings_2_Over_20_Delivery_6,6,Match_8_Innings_2_Over_20,Jeff Gonzalez,Runs,1,,,1 runs this delivery,Match_8_Innings_2,Match_8,Alyssa Marks
Match_9_Innings_1_Over_1_Delivery_1,1,Match_9_Innings_1_Over_1,Stephanie Flynn,Dismissal,,LBW,,Stephanie Flynn wicket taken,Match_9_Innings_1,Match_9,Rhonda Johnson
Match_9_Innings_1_Over_1_Delivery_2,2,Match_9_Innings_1_Over_1,Erin Lewis,Dismissal,,LBW,,Erin Lewis wicket taken,Match_9_Innings_1,Match_9,Rhonda Johnson
Match_9_Innings_1_Over_1_Delivery_3,3,Match_9_Innings_1_Over_1,Christine Bridges,Dot Ball,0,,,0 runs this delivery,Match_9_Innings_1,Match_9,Rhonda Johnson
Match_9_Innings_1_Over_1_Delivery_4,4,Match_9_Innings_1_Over_1,Christine Bridges,Dismissal,,Bowler,,Christine Bridges wicket taken,Match_9_Innings_1,Match_9,Rhonda Johnson
Match_9_Innings_1_Over_1_Delivery_5,5,Match_9_Innings_1_Over_1,George Riddle,Runs,1,,,1 runs this delivery,Match_9_Innings_1,Match_9,Rhonda Johnson
Match_9_Innings_1_Over_1_Delivery_6,6,Match_9_Innings_1_Over_1,George Riddle,Dismissal,,Stumped,Makayla Ramos,George Riddle wicket taken,Match_9_Innings_1,Match_9,Rhonda Johnson
Match_9_Innings_1_Over_2_Delivery_1,1,Match_9_Innings_1_Over_2,Charles Eaton,Runs,1,,,1 runs this delivery,Match_9_Innings_1,Match_9,Connie Hernandez
Match_9_Innings_1_Over_2_Delivery_2,2,Match_9_Innings_1_Over_2,Charles Eaton,Dot Ball,0,,,0 runs this delivery,Match_9_Innings_1,Match_9,Connie Hernandez
Match_9_Innings_1_Over_2_Delivery_3,3,Match_9_Innings_1_Over_2,Charles Eaton,Dot Ball,0,,,0 runs this delivery,Match_9_Innings_1,Match_9,Connie Hernandez
Match_9_Innings_1_Over_2_Delivery_4,4,Match_9_Innings_1_Over_2,Charles Eaton,Runs,1,,,1 runs this delivery,Match_9_Innings_1,Match_9,Connie Hernandez
Match_9_Innings_1_Over_2_Delivery_5,5,Match_9_Innings_1_Over_2,Charles Eaton,Runs,1,,,1 runs this delivery,Match_9_Innings_1,Match_9,Connie Hernandez
Match_9_Innings_1_Over_2_Delivery_6,6,Match_9_Innings_1_Over_2,Charles Eaton,Dot Ball,0,,,0 runs this delivery,Match_9_Innings_1,Match_9,Connie Hernandez
Match_9_Innings_1_Over_3_Delivery_1,1,Match_9_Innings_1_Over_3,Charles Eaton,Dot Ball,0,,,0 runs this delivery,Match_9_Innings_1,Match_9,Connie Hernandez
Match_9_Innings_1_Over_3_Delivery_2,2,Match_9_Innings_1_Over_3,Charles Eaton,Dot Ball,0,,,0 runs this delivery,Match_9_Innings_1,Match_9,Connie Hernandez
Match_9_Innings_1_Over_3_Delivery_3,3,Match_9_Innings_1_Over_3,Charles Eaton,Dot Ball,0,,,0 runs this delivery,Match_9_Innings_1,Match_9,Connie Hernandez
Match_9_Innings_1_Over_3_Delivery_4,4,Match_9_Innings_1_Over_3,Charles Eaton,Runs,1,,,1 runs this delivery,Match_9_Innings_1,Match_9,Connie Hernandez
Match_9_Innings_1_Over_3_Delivery_5,5,Match_9_Innings_1_Over_3,Charles Eaton,Runs,1,,,1 runs this delivery,Match_9_Innings_1,Match_9,Connie Hernandez
Match_9_Innings_1_Over_3_Delivery_6,6,Match_9_Innings_1_Over_3,Charles Eaton,Runs,1,,,1 runs this delivery,Match_9_Innings_1,Match_9,Connie Hernandez
Match_9_Innings_1_Over_4_UTF_Delivery_1,1,Match_9_Innings_1_Over_4_UTF,Charles Eaton,Dot Ball,0,,,0 runs this delivery,Match_9_Innings_1,Match_9,Jeanette Hampton
Match_9_Innings_1_Over_4_UTF_Delivery_2,2,Match_9_Innings_1_Over_4_UTF,Charles Eaton,Runs,1,,,1 runs this delivery,Match_9_Innings_1,Match_9,Jeanette Hampton
Match_9_Innings_1_Over_4_UTF_Delivery_3,3,Match_9_Innings_1_Over_4_UTF,Charles Eaton,Dismissal,,Caught,Rhonda Johnson,Charles Eaton wicket taken,Match_9_Innings_1,Match_9,Jeanette Hampton
Match_9_Innings_1_Over_4_UTF_Delivery_4,4,Match_9_Innings_1_Over_4_UTF,Kimberly Obrien,Dot Ball,0,,,0 runs this delivery,Match_9_Innings_1,Match_9,Jeanette Hampton
Match_9_Innings_1_Over_4_Completed_Delivery_5,5,Match_9_Innings_1_Over_4_Completed,Kimberly Obrien,Runs,2,,,2 runs this delivery,Match_9_Innings_1,Match_9,David Fletcher
Match_9_Innings_1_Over_4_Completed_Delivery_6,6,Match_9_Innings_1_Over_4_Completed,Kimberly Obrien,Runs,1,,,1 runs this delivery,Match_9_Innings_1,Match_9,David Fletcher
Match_9_Innings_1_Over_5_Delivery_1,1,Match_9_Innings_1_Over_5,Kimberly Obrien,Runs,4,,,4 runs this delivery,Match_9_Innings_1,Match_9,David Fletcher
Match_9_Innings_1_Over_5_Delivery_2,2,Match_9_Innings_1_Over_5,Kimberly Obrien,Runs,1,,,1 runs this delivery,Match_9_Innings_1,Match_9,David Fletcher
Match_9_Innings_1_Over_5_Delivery_3,3,Match_9_Innings_1_Over_5,Kimberly Obrien,Runs,1,,,1 runs this delivery,Match_9_Innings_1,Match_9,David Fletcher
Match_9_Innings_1_Over_5_Delivery_4,4,Match_9_Innings_1_Over_5,Kimberly Obrien,Runs,1,,,1 runs this delivery,Match_9_Innings_1,Match_9,David Fletcher
Match_9_Innings_1_Over_5_Delivery_5,5,Match_9_Innings_1_Over_5,Kimberly Obrien,Runs,2,,,2 runs this delivery,Match_9_Innings_1,Match_9,David Fletcher
Match_9_Innings_1_Over_5_Delivery_6,6,Match_9_Innings_1_Over_5,Kimberly Obrien,Runs,1,,,1 runs this delivery,Match_9_Innings_1,Match_9,David Fletcher
