Name,Degree,Module,Year,Degree Credit
ECO-845,MSc Economics,Re-Intermediate Wireless E-Services,4,MSc Economics_Year_4
ECO-981,MSc Economics,Transition End-To-End Methodologies,4,MSc Economics_Year_4
ECO-196,MSc Economics,Harness Dot-Com Applications,4,MSc Economics_Year_4
ECO-862,PhD Economics,Enhance Bleeding-Edge Deliverables,1,PhD Economics_Year_1
ECO-991,PhD Economics,Iterate End-To-End Relationships,1,PhD Economics_Year_1
ECO-487,PhD Economics,Implement Sticky Niches,1,PhD Economics_Year_1
ECO-184,PhD Economics,Brand Global Mindshare,1,PhD Economics_Year_1
ECO-864,PhD Economics,Scale Virtual Architectures,1,PhD Economics_Year_1
ECO-573,PhD Economics,Matrix Killer Interfaces,1,PhD Economics_Year_1
ECO-949,PhD Economics,Target Cross-Platform Platforms,1,PhD Economics_Year_1
ECO-989,PhD Economics,Incubate Distributed Markets,1,PhD Economics_Year_1
ECO-295,PhD Economics,Harness Efficient Supply-Chains,1,PhD Economics_Year_1
ECO-389,PhD Economics,Deliver E-Business Methodologies,1,PhD Economics_Year_1
ECO-206,PhD Economics,Syndicate Turn-Key Portals,2,PhD Economics_Year_2
ECO-166,PhD Economics,Scale Integrated Paradigms,2,PhD Economics_Year_2
ECO-313,PhD Economics,Re-Contextualize Customized Models,2,PhD Economics_Year_2
ECO-264,PhD Economics,Transform Synergistic E-Tailers,2,PhD Economics_Year_2
ECO-504,PhD Economics,Cultivate Cross-Media E-Services,2,PhD Economics_Year_2
ECO-608,PhD Economics,Whiteboard Efficient Action-Items,2,PhD Economics_Year_2
ECO-750,PhD Economics,Unleash Customized E-Commerce,2,PhD Economics_Year_2
ECO-393,PhD Economics,Target Frictionless Networks,2,PhD Economics_Year_2
ECO-738,PhD Economics,Unleash 24/365 E-Services,2,PhD Economics_Year_2
ECO-818,PhD Economics,Orchestrate Granular Experiences,2,PhD Economics_Year_2
ECO-310,PhD Economics,Architect 24/7 Initiatives,3,PhD Economics_Year_3
ECO-715,PhD Economics,Streamline Compelling Paradigms,3,PhD Economics_Year_3
ECO-498,PhD Economics,Re-Intermediate E-Business Paradigms,3,PhD Economics_Year_3
ECO-906,PhD Economics,Leverage Collaborative Experiences,3,PhD Economics_Year_3
ECO-350,PhD Economics,Re-Intermediate Out-Of-The-Box Action-Items,3,PhD Economics_Year_3
ECO-258,PhD Economics,Envisioneer Seamless Applications,3,PhD Economics_Year_3
ECO-678,PhD Economics,Scale One-To-One Solutions,3,PhD Economics_Year_3
ECO-520,PhD Economics,Strategize Synergistic Experiences,3,PhD Economics_Year_3
ECO-405,PhD Economics,Incentivize Mission-Critical E-Services,3,PhD Economics_Year_3
ECO-189,PhD Economics,Synergize Dot-Com Infrastructures,3,PhD Economics_Year_3
ECO-654,PhD Economics,Unleash Cross-Media Markets,4,PhD Economics_Year_4
ECO-318,PhD Economics,Scale Global E-Markets,4,PhD Economics_Year_4
ECO-745,PhD Economics,Mesh Real-Time Schemas,4,PhD Economics_Year_4
ECO-679,PhD Economics,Re-Contextualize Web-Enabled Systems,4,PhD Economics_Year_4
ECO-395,PhD Economics,Evolve Value-Added Users,4,PhD Economics_Year_4
ECO-544,PhD Economics,Transform Out-Of-The-Box Architectures,4,PhD Economics_Year_4
ECO-458,PhD Economics,Reinvent Holistic Technologies,4,PhD Economics_Year_4
ECO-692,PhD Economics,Exploit Customized E-Business,4,PhD Economics_Year_4
ECO-754,PhD Economics,Reinvent Interactive Bandwidth,4,PhD Economics_Year_4
ECO-558,PhD Economics,Matrix Extensible Eyeballs,4,PhD Economics_Year_4
POL-239,BA Political Science,Whiteboard Magnetic E-Services,1,BA Political Science_Year_1
POL-642,BA Political Science,Enable 24/365 Interfaces,1,BA Political Science_Year_1
POL-143,BA Political Science,Utilize Transparent Roi,1,BA Political Science_Year_1
POL-249,BA Political Science,Transform Value-Added Networks,1,BA Political Science_Year_1
POL-441,BA Political Science,Generate Next-Generation Content,1,BA Political Science_Year_1
POL-994,BA Political Science,Aggregate Front-End Niches,1,BA Political Science_Year_1
POL-778,BA Political Science,Envisioneer Dot-Com Experiences,1,BA Political Science_Year_1
POL-554,BA Political Science,Synthesize User-Centric Metrics,1,BA Political Science_Year_1
POL-215,BA Political Science,E-Enable 24/365 Channels,1,BA Political Science_Year_1
POL-210,BA Political Science,Re-Contextualize Collaborative Niches,1,BA Political Science_Year_1
POL-346,BA Political Science,Morph Robust Roi,2,BA Political Science_Year_2
POL-217,BA Political Science,Target Turn-Key Paradigms,2,BA Political Science_Year_2
POL-812,BA Political Science,Aggregate Virtual Metrics,2,BA Political Science_Year_2
POL-550,BA Political Science,Re-Intermediate Real-Time Web Services,2,BA Political Science_Year_2
POL-761,BA Political Science,Visualize Collaborative Metrics,2,BA Political Science_Year_2
POL-244,BA Political Science,Leverage Sticky Portals,2,BA Political Science_Year_2
POL-383,BA Political Science,Brand Magnetic Web Services,2,BA Political Science_Year_2
POL-128,BA Political Science,Synthesize Impactful Paradigms,2,BA Political Science_Year_2
POL-167,BA Political Science,Architect Mission-Critical Schemas,2,BA Political Science_Year_2
POL-193,BA Political Science,Deploy Transparent Metrics,2,BA Political Science_Year_2
POL-481,BA Political Science,Seize Leading-Edge E-Commerce,3,BA Political Science_Year_3
POL-642,BA Political Science,Transform Cross-Media Web-Readiness,3,BA Political Science_Year_3
POL-914,BA Political Science,Incentivize Next-Generation E-Tailers,3,BA Political Science_Year_3
POL-730,BA Political Science,Grow Strategic Methodologies,3,BA Political Science_Year_3
POL-771,BA Political Science,Exploit Bleeding-Edge Info-Mediaries,3,BA Political Science_Year_3
POL-260,BA Political Science,Benchmark Extensible Metrics,3,BA Political Science_Year_3
POL-631,BA Political Science,Target Revolutionary E-Tailers,3,BA Political Science_Year_3
POL-888,BA Political Science,Revolutionize Out-Of-The-Box Roi,3,BA Political Science_Year_3
POL-249,BA Political Science,Optimize Web-Enabled Solutions,3,BA Political Science_Year_3
POL-983,BA Political Science,Productize Wireless Bandwidth,3,BA Political Science_Year_3
POL-653,BA Political Science,Optimize Virtual Channels,4,BA Political Science_Year_4
POL-438,BA Political Science,Implement Out-Of-The-Box Bandwidth,4,BA Political Science_Year_4
POL-531,BA Political Science,Embrace Real-Time Synergies,4,BA Political Science_Year_4
POL-798,BA Political Science,Redefine Customized Networks,4,BA Political Science_Year_4
POL-463,BA Political Science,Streamline Real-Time Bandwidth,4,BA Political Science_Year_4
POL-737,BA Political Science,Productize Turn-Key Schemas,4,BA Political Science_Year_4
POL-354,BA Political Science,Brand Turn-Key E-Business,4,BA Political Science_Year_4
POL-204,BA Political Science,Innovate Distributed Vortals,4,BA Political Science_Year_4
POL-656,BA Political Science,Envisioneer Front-End Infrastructures,4,BA Political Science_Year_4
POL-538,BA Political Science,Evolve Best-Of-Breed Methodologies,4,BA Political Science_Year_4
POL-184,MA Political Science,Iterate Web-Enabled Schemas,1,MA Political Science_Year_1
POL-644,MA Political Science,Revolutionize Seamless Networks,1,MA Political Science_Year_1
POL-859,MA Political Science,Strategize Extensible Networks,1,MA Political Science_Year_1
POL-312,MA Political Science,Re-Contextualize Proactive Infrastructures,1,MA Political Science_Year_1
POL-539,MA Political Science,Re-Contextualize Leading-Edge Synergies,1,MA Political Science_Year_1
POL-448,MA Political Science,Synergize Global Functionalities,1,MA Political Science_Year_1
POL-274,MA Political Science,Embrace Bleeding-Edge Models,1,MA Political Science_Year_1
POL-134,MA Political Science,Syndicate Intuitive E-Markets,1,MA Political Science_Year_1
POL-703,MA Political Science,Brand Integrated Paradigms,1,MA Political Science_Year_1
POL-809,MA Political Science,E-Enable Dynamic E-Commerce,1,MA Political Science_Year_1
POL-903,MA Political Science,Matrix Out-Of-The-Box Experiences,2,MA Political Science_Year_2
POL-829,MA Political Science,Engineer B2C E-Business,2,MA Political Science_Year_2
POL-761,MA Political Science,Evolve Interactive Vortals,2,MA Political Science_Year_2
POL-309,MA Political Science,Re-Intermediate Killer Technologies,2,MA Political Science_Year_2
POL-930,MA Political Science,Optimize B2C Methodologies,2,MA Political Science_Year_2
POL-376,MA Political Science,Integrate Next-Generation Communities,2,MA Political Science_Year_2
POL-813,MA Political Science,Exploit Collaborative Functionalities,2,MA Political Science_Year_2
POL-513,MA Political Science,Visualize End-To-End E-Markets,2,MA Political Science_Year_2
POL-802,MA Political Science,Optimize Distributed Bandwidth,2,MA Political Science_Year_2
POL-706,MA Political Science,E-Enable Killer Supply-Chains,2,MA Political Science_Year_2
POL-599,MA Political Science,Evolve Real-Time E-Markets,3,MA Political Science_Year_3
POL-780,MA Political Science,Monetize Collaborative Initiatives,3,MA Political Science_Year_3
POL-533,MA Political Science,Engineer Vertical Relationships,3,MA Political Science_Year_3
POL-865,MA Political Science,Morph Ubiquitous Schemas,3,MA Political Science_Year_3
POL-722,MA Political Science,Facilitate Seamless Schemas,3,MA Political Science_Year_3
POL-802,MA Political Science,Matrix Mission-Critical Channels,3,MA Political Science_Year_3
POL-892,MA Political Science,Engineer Rich E-Business,3,MA Political Science_Year_3
POL-717,MA Political Science,Maximize Bleeding-Edge Interfaces,3,MA Political Science_Year_3
POL-274,MA Political Science,Enable Bleeding-Edge Users,3,MA Political Science_Year_3
POL-738,MA Political Science,Unleash Cross-Platform Users,3,MA Political Science_Year_3
POL-258,MA Political Science,Visualize Granular Web Services,4,MA Political Science_Year_4
POL-333,MA Political Science,Target Plug-And-Play Vortals,4,MA Political Science_Year_4
POL-724,MA Political Science,Productize Bricks-And-Clicks Action-Items,4,MA Political Science_Year_4
POL-429,MA Political Science,E-Enable B2C Web Services,4,MA Political Science_Year_4
POL-394,MA Political Science,Unleash Sticky Systems,4,MA Political Science_Year_4
POL-714,MA Political Science,Extend Customized Web-Readiness,4,MA Political Science_Year_4
POL-883,MA Political Science,Brand Collaborative Partnerships,4,MA Political Science_Year_4
POL-529,MA Political Science,Transition Frictionless Roi,4,MA Political Science_Year_4
POL-899,MA Political Science,Expedite Mission-Critical Synergies,4,MA Political Science_Year_4
POL-653,MA Political Science,Expedite Value-Added Interfaces,4,MA Political Science_Year_4
POL-376,PhD Political Science,Transform End-To-End Supply-Chains,1,PhD Political Science_Year_1
POL-905,PhD Political Science,Deliver 24/365 Solutions,1,PhD Political Science_Year_1
POL-275,PhD Political Science,Engineer Robust Metrics,1,PhD Political Science_Year_1
POL-941,PhD Political Science,Redefine Cutting-Edge Technologies,1,PhD Political Science_Year_1
POL-959,PhD Political Science,Revolutionize Web-Enabled Bandwidth,1,PhD Political Science_Year_1
POL-563,PhD Political Science,Maximize Integrated Experiences,1,PhD Political Science_Year_1
POL-160,PhD Political Science,Harness Web-Enabled Communities,1,PhD Political Science_Year_1
POL-504,PhD Political Science,Optimize Sticky Infrastructures,1,PhD Political Science_Year_1
POL-541,PhD Political Science,Facilitate Intuitive Platforms,1,PhD Political Science_Year_1
POL-595,PhD Political Science,Mesh Proactive Channels,1,PhD Political Science_Year_1
POL-841,PhD Political Science,Deploy Front-End Deliverables,2,PhD Political Science_Year_2
POL-171,PhD Political Science,Visualize Web-Enabled Web-Readiness,2,PhD Political Science_Year_2
POL-168,PhD Political Science,Empower Seamless Supply-Chains,2,PhD Political Science_Year_2
POL-223,PhD Political Science,Mesh Impactful Info-Mediaries,2,PhD Political Science_Year_2
POL-828,PhD Political Science,Syndicate Killer Communities,2,PhD Political Science_Year_2
POL-103,PhD Political Science,Envisioneer Real-Time Functionalities,2,PhD Political Science_Year_2
POL-355,PhD Political Science,Unleash Bleeding-Edge Channels,2,PhD Political Science_Year_2
POL-756,PhD Political Science,Expedite Proactive Niches,2,PhD Political Science_Year_2
POL-345,PhD Political Science,Evolve Visionary Niches,2,PhD Political Science_Year_2
POL-128,PhD Political Science,Whiteboard Turn-Key Supply-Chains,2,PhD Political Science_Year_2
POL-917,PhD Political Science,Monetize Bricks-And-Clicks Experiences,3,PhD Political Science_Year_3
POL-515,PhD Political Science,Evolve Transparent Action-Items,3,PhD Political Science_Year_3
POL-308,PhD Political Science,Unleash User-Centric Initiatives,3,PhD Political Science_Year_3
POL-968,PhD Political Science,Morph Next-Generation Roi,3,PhD Political Science_Year_3
POL-683,PhD Political Science,Synergize Back-End Mindshare,3,PhD Political Science_Year_3
POL-731,PhD Political Science,Monetize Ubiquitous Experiences,3,PhD Political Science_Year_3
POL-630,PhD Political Science,Generate Holistic Mindshare,3,PhD Political Science_Year_3
POL-997,PhD Political Science,Repurpose Dynamic Models,3,PhD Political Science_Year_3
POL-863,PhD Political Science,Envisioneer Enterprise Models,3,PhD Political Science_Year_3
POL-186,PhD Political Science,Synergize Collaborative Technologies,3,PhD Political Science_Year_3
POL-483,PhD Political Science,Facilitate Frictionless Bandwidth,4,PhD Political Science_Year_4
POL-175,PhD Political Science,Exploit Seamless Infrastructures,4,PhD Political Science_Year_4
POL-482,PhD Political Science,Leverage Robust Schemas,4,PhD Political Science_Year_4
POL-977,PhD Political Science,Generate Mission-Critical Web-Readiness,4,PhD Political Science_Year_4
POL-751,PhD Political Science,Integrate Compelling Models,4,PhD Political Science_Year_4
POL-140,PhD Political Science,Transition Strategic Paradigms,4,PhD Political Science_Year_4
POL-917,PhD Political Science,Revolutionize Revolutionary Infrastructures,4,PhD Political Science_Year_4
POL-650,PhD Political Science,Unleash Killer Synergies,4,PhD Political Science_Year_4
POL-971,PhD Political Science,Reinvent Interactive Web Services,4,PhD Political Science_Year_4
POL-857,PhD Political Science,Incentivize Plug-And-Play Vortals,4,PhD Political Science_Year_4
SOC-902,BSc Sociology,Reinvent Integrated Models,1,BSc Sociology_Year_1
SOC-408,BSc Sociology,Generate Enterprise Platforms,1,BSc Sociology_Year_1
SOC-673,BSc Sociology,Target User-Centric Partnerships,1,BSc Sociology_Year_1
SOC-311,BSc Sociology,Extend Cutting-Edge Markets,1,BSc Sociology_Year_1
SOC-721,BSc Sociology,Leverage Viral Relationships,1,BSc Sociology_Year_1
SOC-879,BSc Sociology,Seize B2B Synergies,1,BSc Sociology_Year_1
SOC-490,BSc Sociology,Cultivate Plug-And-Play Networks,1,BSc Sociology_Year_1
SOC-353,BSc Sociology,Seize Visionary Applications,1,BSc Sociology_Year_1
SOC-601,BSc Sociology,Reinvent Innovative Metrics,1,BSc Sociology_Year_1
SOC-427,BSc Sociology,Synthesize Compelling Supply-Chains,1,BSc Sociology_Year_1
SOC-132,BSc Sociology,Syndicate Interactive Eyeballs,2,BSc Sociology_Year_2
SOC-400,BSc Sociology,Mesh Front-End Niches,2,BSc Sociology_Year_2
SOC-897,BSc Sociology,Re-Intermediate Sticky Info-Mediaries,2,BSc Sociology_Year_2
SOC-972,BSc Sociology,Expedite Scalable Niches,2,BSc Sociology_Year_2
SOC-559,BSc Sociology,Reinvent Efficient Solutions,2,BSc Sociology_Year_2
SOC-874,BSc Sociology,Disintermediate Enterprise Mindshare,2,BSc Sociology_Year_2
SOC-152,BSc Sociology,Grow Proactive Schemas,2,BSc Sociology_Year_2
SOC-541,BSc Sociology,Orchestrate Scalable Web-Readiness,2,BSc Sociology_Year_2
SOC-684,BSc Sociology,Monetize Bleeding-Edge Roi,2,BSc Sociology_Year_2
SOC-537,BSc Sociology,Monetize Magnetic Info-Mediaries,2,BSc Sociology_Year_2
SOC-896,BSc Sociology,Synergize Best-Of-Breed Web-Readiness,3,BSc Sociology_Year_3
SOC-747,BSc Sociology,Maximize Ubiquitous Channels,3,BSc Sociology_Year_3
SOC-432,BSc Sociology,Extend Cross-Media Markets,3,BSc Sociology_Year_3
SOC-311,BSc Sociology,Extend Value-Added Supply-Chains,3,BSc Sociology_Year_3
SOC-711,BSc Sociology,Cultivate Viral Communities,3,BSc Sociology_Year_3
SOC-752,BSc Sociology,Generate Impactful E-Services,3,BSc Sociology_Year_3
SOC-241,BSc Sociology,Deploy B2C Web Services,3,BSc Sociology_Year_3
SOC-383,BSc Sociology,Matrix Efficient Interfaces,3,BSc Sociology_Year_3
SOC-233,BSc Sociology,Architect User-Centric Action-Items,3,BSc Sociology_Year_3
SOC-347,BSc Sociology,Disintermediate Virtual Methodologies,3,BSc Sociology_Year_3
SOC-843,BSc Sociology,Drive Clicks-And-Mortar Methodologies,4,BSc Sociology_Year_4
SOC-203,BSc Sociology,Seize Granular Channels,4,BSc Sociology_Year_4
SOC-827,BSc Sociology,Benchmark Extensible Vortals,4,BSc Sociology_Year_4
SOC-698,BSc Sociology,Empower Customized Infrastructures,4,BSc Sociology_Year_4
SOC-674,BSc Sociology,Enable Clicks-And-Mortar Models,4,BSc Sociology_Year_4
SOC-645,BSc Sociology,Morph Out-Of-The-Box Experiences,4,BSc Sociology_Year_4
SOC-503,BSc Sociology,Embrace Web-Enabled Bandwidth,4,BSc Sociology_Year_4
SOC-175,BSc Sociology,Iterate Granular Technologies,4,BSc Sociology_Year_4
SOC-520,BSc Sociology,Incubate Innovative Partnerships,4,BSc Sociology_Year_4
SOC-758,BSc Sociology,Aggregate Frictionless Partnerships,4,BSc Sociology_Year_4
SOC-177,MSc Sociology,Disintermediate Sticky Niches,1,MSc Sociology_Year_1
SOC-867,MSc Sociology,Unleash Next-Generation Mindshare,1,MSc Sociology_Year_1
SOC-795,MSc Sociology,Brand Turn-Key Content,1,MSc Sociology_Year_1
SOC-777,MSc Sociology,Integrate Plug-And-Play Niches,1,MSc Sociology_Year_1
SOC-314,MSc Sociology,Leverage Transparent Paradigms,1,MSc Sociology_Year_1
SOC-681,MSc Sociology,E-Enable Intuitive Niches,1,MSc Sociology_Year_1
SOC-520,MSc Sociology,Evolve Sticky Systems,1,MSc Sociology_Year_1
SOC-114,MSc Sociology,Iterate Extensible Bandwidth,1,MSc Sociology_Year_1
SOC-690,MSc Sociology,Enable Granular Architectures,1,MSc Sociology_Year_1
SOC-900,MSc Sociology,Visualize Impactful Initiatives,1,MSc Sociology_Year_1
SOC-131,MSc Sociology,Extend Strategic Partnerships,2,MSc Sociology_Year_2
SOC-151,MSc Sociology,Incentivize Compelling E-Commerce,2,MSc Sociology_Year_2
SOC-180,MSc Sociology,Whiteboard Dot-Com Convergence,2,MSc Sociology_Year_2
SOC-116,MSc Sociology,Innovate Sticky Deliverables,2,MSc Sociology_Year_2
SOC-162,MSc Sociology,Utilize Collaborative Platforms,2,MSc Sociology_Year_2
SOC-123,MSc Sociology,Matrix 24/365 Roi,2,MSc Sociology_Year_2
SOC-247,MSc Sociology,Streamline Next-Generation Eyeballs,2,MSc Sociology_Year_2
SOC-777,MSc Sociology,Matrix Open-Source Synergies,2,MSc Sociology_Year_2
SOC-524,MSc Sociology,Integrate B2B Initiatives,2,MSc Sociology_Year_2
SOC-728,MSc Sociology,Disintermediate Synergistic Synergies,2,MSc Sociology_Year_2
SOC-962,MSc Sociology,Evolve Extensible E-Business,3,MSc Sociology_Year_3
SOC-540,MSc Sociology,E-Enable 24/7 Niches,3,MSc Sociology_Year_3
SOC-831,MSc Sociology,Productize Next-Generation Functionalities,3,MSc Sociology_Year_3
SOC-683,MSc Sociology,Mesh Front-End Portals,3,MSc Sociology_Year_3
SOC-987,MSc Sociology,Optimize Value-Added Paradigms,3,MSc Sociology_Year_3
SOC-506,MSc Sociology,Visualize Front-End Networks,3,MSc Sociology_Year_3
SOC-874,MSc Sociology,Incentivize Killer Applications,3,MSc Sociology_Year_3
SOC-885,MSc Sociology,Whiteboard E-Business Systems,3,MSc Sociology_Year_3
SOC-905,MSc Sociology,Re-Contextualize Front-End Convergence,3,MSc Sociology_Year_3
SOC-707,MSc Sociology,Transition Holistic Web Services,3,MSc Sociology_Year_3
SOC-348,MSc Sociology,Mesh Sticky Models,4,MSc Sociology_Year_4
SOC-159,MSc Sociology,Target E-Business E-Services,4,MSc Sociology_Year_4
SOC-565,MSc Sociology,Implement Turn-Key Info-Mediaries,4,MSc Sociology_Year_4
SOC-219,MSc Sociology,Deliver Plug-And-Play Infrastructures,4,MSc Sociology_Year_4
SOC-783,MSc Sociology,Incentivize Interactive Paradigms,4,MSc Sociology_Year_4
SOC-168,MSc Sociology,Embrace Plug-And-Play E-Markets,4,MSc Sociology_Year_4
SOC-968,MSc Sociology,Facilitate End-To-End Experiences,4,MSc Sociology_Year_4
SOC-709,MSc Sociology,Optimize Real-Time Infrastructures,4,MSc Sociology_Year_4
SOC-527,MSc Sociology,Incentivize Plug-And-Play Experiences,4,MSc Sociology_Year_4
SOC-271,MSc Sociology,Incentivize Scalable Web-Readiness,4,MSc Sociology_Year_4
SOC-275,PhD Sociology,Optimize Cutting-Edge Interfaces,1,PhD Sociology_Year_1
SOC-194,PhD Sociology,Mesh Seamless Platforms,1,PhD Sociology_Year_1
SOC-355,PhD Sociology,Orchestrate Bleeding-Edge E-Business,1,PhD Sociology_Year_1
SOC-983,PhD Sociology,Optimize Rich Supply-Chains,1,PhD Sociology_Year_1
SOC-755,PhD Sociology,Syndicate Granular Communities,1,PhD Sociology_Year_1
SOC-809,PhD Sociology,E-Enable Plug-And-Play Roi,1,PhD Sociology_Year_1
SOC-640,PhD Sociology,Unleash Viral Deliverables,1,PhD Sociology_Year_1
SOC-645,PhD Sociology,Strategize Transparent Functionalities,1,PhD Sociology_Year_1
SOC-537,PhD Sociology,Redefine Best-Of-Breed Content,1,PhD Sociology_Year_1
SOC-240,PhD Sociology,Syndicate E-Business Initiatives,1,PhD Sociology_Year_1
SOC-431,PhD Sociology,Expedite One-To-One Vortals,2,PhD Sociology_Year_2
SOC-884,PhD Sociology,Implement Back-End Partnerships,2,PhD Sociology_Year_2
SOC-536,PhD Sociology,Unleash Innovative Niches,2,PhD Sociology_Year_2
SOC-283,PhD Sociology,Engage Efficient Content,2,PhD Sociology_Year_2
SOC-192,PhD Sociology,Engineer Turn-Key Applications,2,PhD Sociology_Year_2
SOC-912,PhD Sociology,Transition Wireless Users,2,PhD Sociology_Year_2
SOC-204,PhD Sociology,Maximize Dot-Com Bandwidth,2,PhD Sociology_Year_2
SOC-698,PhD Sociology,Architect Killer Systems,2,PhD Sociology_Year_2
SOC-341,PhD Sociology,Re-Contextualize Extensible Users,2,PhD Sociology_Year_2
SOC-782,PhD Sociology,Enhance Bricks-And-Clicks Bandwidth,2,PhD Sociology_Year_2
SOC-234,PhD Sociology,Incentivize Real-Time Partnerships,3,PhD Sociology_Year_3
SOC-840,PhD Sociology,Syndicate Magnetic Platforms,3,PhD Sociology_Year_3
SOC-925,PhD Sociology,Envisioneer Cross-Platform Action-Items,3,PhD Sociology_Year_3
SOC-952,PhD Sociology,Synthesize Customized Info-Mediaries,3,PhD Sociology_Year_3
SOC-377,PhD Sociology,Benchmark 24/7 Mindshare,3,PhD Sociology_Year_3
SOC-330,PhD Sociology,Empower Revolutionary Synergies,3,PhD Sociology_Year_3
SOC-856,PhD Sociology,Harness Rich E-Markets,3,PhD Sociology_Year_3
SOC-447,PhD Sociology,Revolutionize Visionary Channels,3,PhD Sociology_Year_3
SOC-105,PhD Sociology,Morph Virtual Architectures,3,PhD Sociology_Year_3
SOC-765,PhD Sociology,Target World-Class Bandwidth,3,PhD Sociology_Year_3
SOC-181,PhD Sociology,Deploy Proactive Synergies,4,PhD Sociology_Year_4
SOC-449,PhD Sociology,Expedite Sticky Bandwidth,4,PhD Sociology_Year_4
SOC-231,PhD Sociology,Grow Rich Infrastructures,4,PhD Sociology_Year_4
SOC-693,PhD Sociology,Monetize B2B Niches,4,PhD Sociology_Year_4
SOC-910,PhD Sociology,Leverage Next-Generation Functionalities,4,PhD Sociology_Year_4
SOC-994,PhD Sociology,Synthesize 24/365 Users,4,PhD Sociology_Year_4
SOC-423,PhD Sociology,Generate Value-Added Channels,4,PhD Sociology_Year_4
SOC-786,PhD Sociology,Generate B2B Niches,4,PhD Sociology_Year_4
SOC-751,PhD Sociology,Target One-To-One Networks,4,PhD Sociology_Year_4
SOC-612,PhD Sociology,Maximize World-Class Networks,4,PhD Sociology_Year_4
PSY-568,BSc Psychology,Enhance Front-End Content,1,BSc Psychology_Year_1
PSY-741,BSc Psychology,Morph Innovative Architectures,1,BSc Psychology_Year_1
PSY-987,BSc Psychology,Implement Next-Generation Networks,1,BSc Psychology_Year_1
PSY-766,BSc Psychology,Whiteboard Back-End Roi,1,BSc Psychology_Year_1
PSY-404,BSc Psychology,Disintermediate Distributed Schemas,1,BSc Psychology_Year_1
PSY-207,BSc Psychology,Enable Web-Enabled Eyeballs,1,BSc Psychology_Year_1
PSY-760,BSc Psychology,Leverage Dot-Com Architectures,1,BSc Psychology_Year_1
PSY-255,BSc Psychology,Cultivate Killer Interfaces,1,BSc Psychology_Year_1
PSY-926,BSc Psychology,Whiteboard E-Business Markets,1,BSc Psychology_Year_1
PSY-706,BSc Psychology,Deliver Rich Technologies,1,BSc Psychology_Year_1
PSY-895,BSc Psychology,Synergize End-To-End Deliverables,2,BSc Psychology_Year_2
PSY-102,BSc Psychology,Expedite Next-Generation Users,2,BSc Psychology_Year_2
PSY-555,BSc Psychology,Mesh Best-Of-Breed Web Services,2,BSc Psychology_Year_2
PSY-824,BSc Psychology,Scale User-Centric Infrastructures,2,BSc Psychology_Year_2
PSY-872,BSc Psychology,Productize Clicks-And-Mortar Users,2,BSc Psychology_Year_2
PSY-428,BSc Psychology,Transform Cross-Platform Infrastructures,2,BSc Psychology_Year_2
PSY-980,BSc Psychology,Unleash Synergistic Partnerships,2,BSc Psychology_Year_2
PSY-526,BSc Psychology,Exploit Rich Bandwidth,2,BSc Psychology_Year_2
PSY-936,BSc Psychology,Reinvent Plug-And-Play E-Business,2,BSc Psychology_Year_2
PSY-182,BSc Psychology,Matrix Customized Convergence,2,BSc Psychology_Year_2
PSY-263,BSc Psychology,Synthesize Intuitive Functionalities,3,BSc Psychology_Year_3
PSY-858,BSc Psychology,Leverage Leading-Edge Architectures,3,BSc Psychology_Year_3
PSY-573,BSc Psychology,Envisioneer Intuitive Users,3,BSc Psychology_Year_3
PSY-708,BSc Psychology,Utilize Mission-Critical Portals,3,BSc Psychology_Year_3
PSY-566,BSc Psychology,Matrix Virtual Systems,3,BSc Psychology_Year_3
PSY-643,BSc Psychology,Seize Best-Of-Breed Supply-Chains,3,BSc Psychology_Year_3
PSY-869,BSc Psychology,Synergize Turn-Key Models,3,BSc Psychology_Year_3
PSY-659,BSc Psychology,Whiteboard Integrated Action-Items,3,BSc Psychology_Year_3
PSY-272,BSc Psychology,Morph Strategic Content,3,BSc Psychology_Year_3
PSY-779,BSc Psychology,Transform Revolutionary Technologies,3,BSc Psychology_Year_3
PSY-934,BSc Psychology,Facilitate Dot-Com Markets,4,BSc Psychology_Year_4
PSY-783,BSc Psychology,Exploit Seamless Technologies,4,BSc Psychology_Year_4
PSY-846,BSc Psychology,Scale Leading-Edge Mindshare,4,BSc Psychology_Year_4
PSY-479,BSc Psychology,Empower Value-Added Eyeballs,4,BSc Psychology_Year_4
PSY-601,BSc Psychology,Redefine Vertical Platforms,4,BSc Psychology_Year_4
PSY-336,BSc Psychology,Incentivize End-To-End Experiences,4,BSc Psychology_Year_4
PSY-351,BSc Psychology,Streamline Dot-Com Portals,4,BSc Psychology_Year_4
PSY-684,BSc Psychology,Extend Distributed Supply-Chains,4,BSc Psychology_Year_4
PSY-859,BSc Psychology,Seize Vertical Infrastructures,4,BSc Psychology_Year_4
PSY-333,BSc Psychology,Generate Wireless Systems,4,BSc Psychology_Year_4
PSY-776,MSc Psychology,Optimize Value-Added Solutions,1,MSc Psychology_Year_1
PSY-110,MSc Psychology,Engineer Scalable Experiences,1,MSc Psychology_Year_1
PSY-854,MSc Psychology,Redefine Plug-And-Play Roi,1,MSc Psychology_Year_1
PSY-134,MSc Psychology,Monetize E-Business Models,1,MSc Psychology_Year_1
PSY-476,MSc Psychology,Optimize Virtual Interfaces,1,MSc Psychology_Year_1
PSY-965,MSc Psychology,Synthesize Compelling Channels,1,MSc Psychology_Year_1
